file,y,x
20161019-2-62.mat,149.5909091,209.5909091
20161019-2-62.mat,165.5909091,472.8636364
20161019-2-62.mat,159.7727273,384.1363636
20161019-2-62.mat,3.409090909,395.7727273
20161019-2-62.mat,167.0454545,551.4090909
20161019-2-62.mat,76.86363636,568.1363636
20161019-2-638.mat,215.0454545,371.7727273
20161019-2-638.mat,274.6818182,573.2272727
20161019-2-638.mat,397.5909091,314.3181818
20161019-2-638.mat,467.4090909,548.5
20161019-2-638.mat,565.5909091,263.4090909
20161019-2-638.mat,583.0454545,331.7727273
20161019-2-679.mat,228.8636364,157.9545455
20161019-2-679.mat,234.6818182,456.1363636
20161019-2-679.mat,417.9545455,155.7727273
20161019-2-679.mat,425.2272727,456.1363636
20161019-2-919.mat,198.3181818,270.6818182
20161019-2-919.mat,247.0454545,553.5909091
20161019-2-919.mat,385.2272727,237.9545455
20161019-2-919.mat,440.5,519.4090909
20161019-2-919.mat,559.7727273,207.4090909
20161019-2-919.mat,573.5909091,270.6818182
20161019-2-922.mat,203.4090909,331.7727273
20161019-2-922.mat,219.4090909,494.6818182
20161019-2-922.mat,392.5,307.7727273
20161019-2-922.mat,423.0454545,558.6818182
20161019-2-922.mat,568.5,285.9545455
20161019-2-922.mat,575.0454545,360.1363636
20161102-171.mat,409.9545455,519.4090909
20161102-171.mat,593.2272727,512.8636364
20161102-171.mat,394.6818182,366.6818182
20161102-171.mat,593.2272727,348.5
20161102-171.mat,380.1363636,211.7727273
20161102-171.mat,596.1363636,192.8636364
20161102-171.mat,366.3181818,57.59090909
20161102-171.mat,595.4090909,41.59090909
20161102-181.mat,380.1363636,533.2272727
20161102-181.mat,591.0454545,546.3181818
20161102-181.mat,394.6818182,381.9545455
20161102-181.mat,594.6818182,395.7727273
20161102-181.mat,405.5909091,221.9545455
20161102-181.mat,598.3181818,239.4090909
20161102-181.mat,418.6818182,64.86363636
20161102-181.mat,596.1363636,81.59090909
20161102-220.mat,499.4090909,242.3181818
20161102-220.mat,597.5909091,117.2272727
20161102-220.mat,375.7727273,146.3181818
20161102-220.mat,492.1363636,5.227272727
20161102-220.mat,255.7727273,53.95454545
20161102-220.mat,302.3181818,1.590909091
20161102-237.mat,398.3181818,342.6818182
20161102-237.mat,596.8636364,343.4090909
20161102-237.mat,399.7727273,184.8636364
20161102-237.mat,597.5909091,187.7727273
20161102-237.mat,397.5909091,35.77272727
20161102-237.mat,595.4090909,38.68181818
20161102-237.mat,397.5909091,497.5909091
20161102-237.mat,596.1363636,502.6818182
20161102-259.mat,395.4090909,521.5909091
20161102-259.mat,596.1363636,536.1363636
20161102-259.mat,402.6818182,367.4090909
20161102-259.mat,598.3181818,375.4090909
20161102-259.mat,409.9545455,211.7727273
20161102-259.mat,597.5909091,221.9545455
20161102-259.mat,417.2272727,59.04545455
20161102-259.mat,598.3181818,72.86363636
20161102-276.mat,422.3181818,53.95454545
20161102-276.mat,598.3181818,62.68181818
20161102-276.mat,413.5909091,208.1363636
20161102-276.mat,597.5909091,217.5909091
20161102-276.mat,408.5,365.2272727
20161102-276.mat,599.0454545,373.2272727
20161102-276.mat,401.9545455,519.4090909
20161102-276.mat,599.0454545,533.9545455
20161102-295.mat,382.3181818,525.2272727
20161102-295.mat,567.0454545,589.2272727
20161102-295.mat,430.3181818,373.2272727
20161102-295.mat,598.3181818,431.4090909
20161102-295.mat,479.0454545,223.4090909
20161102-295.mat,598.3181818,265.5909091
20161102-295.mat,522.6818182,83.04545455
20161102-295.mat,598.3181818,110.6818182
20161102-295.mat,196.1363636,86.68181818
20161102-295.mat,25.95454545,32.13636364
20161102-295.mat,60.13636364,42.31818182
20161102-295.mat,76.13636364,3.045454545
20161102-297.mat,365.5909091,558.6818182
20161102-297.mat,444.8636364,597.2272727
20161102-297.mat,428.8636364,414.6818182
20161102-297.mat,599.7727273,493.9545455
20161102-297.mat,492.8636364,267.7727273
20161102-297.mat,598.3181818,317.2272727
20161102-297.mat,552.5,131.0454545
20161102-297.mat,599.0454545,153.5909091
20161102-297.mat,96.5,45.95454545
20161102-297.mat,119.7727273,3.045454545
20161102-297.mat,228.1363636,101.9545455
20161102-297.mat,55.77272727,28.5
20161102-302.mat,397.5909091,536.8636364
20161102-302.mat,457.9545455,599.4090909
20161102-302.mat,506.6818182,424.8636364
20161102-302.mat,599.7727273,517.9545455
20161102-302.mat,308.1363636,165.9545455
20161102-302.mat,164.8636364,30.68181818
20161102-302.mat,207.0454545,71.40909091
20161102-302.mat,279.7727273,3.045454545
20161102-309.mat,384.5,382.6818182
20161102-309.mat,367.0454545,182.6818182
20161102-309.mat,370.6818182,232.1363636
20161102-309.mat,599.0454545,213.9545455
20161102-309.mat,356.8636364,87.40909091
20161102-309.mat,592.5,66.31818182
20161102-313.mat,369.9545455,521.5909091
20161102-313.mat,435.4090909,25.59090909
20161102-313.mat,388.8636364,373.9545455
20161102-313.mat,594.6818182,399.4090909
20161102-313.mat,408.5,223.4090909
20161102-313.mat,598.3181818,250.3181818
20161102-313.mat,428.1363636,77.22727273
20161102-313.mat,596.8636364,102.6818182
20161102-319.mat,433.9545455,96.86363636
20161102-319.mat,598.3181818,115.0454545
20161102-319.mat,420.1363636,244.5
20161102-319.mat,597.5909091,262.6818182
20161102-319.mat,404.8636364,395.7727273
20161102-319.mat,596.1363636,410.3181818
20161102-319.mat,390.3181818,543.4090909
20161102-319.mat,593.2272727,560.8636364
20161102-356.mat,421.5909091,320.8636364
20161102-356.mat,489.9545455,76.5
20161102-356.mat,463.0454545,171.0454545
20161102-356.mat,595.4090909,208.1363636
20161102-356.mat,501.5909091,26.31818182
20161102-356.mat,598.3181818,51.04545455
20161102-427.mat,388.8636364,555.0454545
20161102-427.mat,584.5,563.0454545
20161102-427.mat,385.2272727,395.7727273
20161102-427.mat,594.6818182,402.3181818
20161102-427.mat,385.2272727,237.2272727
20161102-427.mat,595.4090909,242.3181818
20161102-427.mat,384.5,84.5
20161102-427.mat,593.9545455,86.68181818
20161102-463.mat,539.4090909,281.5909091
20161102-463.mat,127.0454545,8.136363636
20161102-463.mat,409.2272727,195.0454545
20161102-463.mat,541.5909091,5.227272727
20161102-463.mat,281.9545455,109.9545455
20161102-463.mat,358.3181818,3.045454545
20161102-463.mat,156.8636364,27.04545455
20161102-463.mat,174.3181818,1.590909091
20161102-513.mat,454.3181818,268.5
20161102-513.mat,155.4090909,11.04545455
20161102-513.mat,230.3181818,75.04545455
20161102-513.mat,299.4090909,1.590909091
20161102-513.mat,343.0454545,171.7727273
20161102-513.mat,492.1363636,0.863636364
20161109-01-1.mat,393.2272727,448.1363636
20161109-01-1.mat,390.3181818,5.227272727
20161109-01-1.mat,390.3181818,135.4090909
20161109-01-1.mat,444.8636364,135.4090909
20161109-01-111.mat,380.8636364,384.1363636
20161109-01-111.mat,497.2272727,380.5
20161109-01-111.mat,375.7727273,23.40909091
20161109-01-111.mat,500.8636364,28.5
20161109-01-119.mat,379.4090909,437.9545455
20161109-01-119.mat,508.1363636,434.3181818
20161109-01-119.mat,376.5,71.40909091
20161109-01-119.mat,497.9545455,79.40909091
20161109-01-140.mat,373.5909091,578.3181818
20161109-01-140.mat,521.2272727,570.3181818
20161109-01-140.mat,377.2272727,215.4090909
20161109-01-140.mat,498.6818182,217.5909091
20161109-01-179.mat,372.1363636,497.5909091
20161109-01-179.mat,504.5,495.4090909
20161109-01-179.mat,375.7727273,127.4090909
20161109-01-179.mat,498.6818182,132.5
20161109-01-22.mat,391.7727273,523.0454545
20161109-01-22.mat,388.8636364,98.31818182
20161109-01-22.mat,388.8636364,206.6818182
20161109-01-22.mat,454.3181818,205.2272727
20161109-01-222.mat,371.4090909,485.2272727
20161109-01-222.mat,529.2272727,494.6818182
20161109-01-222.mat,383.7727273,101.9545455
20161109-01-222.mat,527.0454545,107.0454545
20161109-01-254.mat,380.1363636,402.3181818
20161109-01-254.mat,507.4090909,399.4090909
20161109-01-254.mat,392.5,28.5
20161109-01-254.mat,448.5,28.5
20161109-01-295.mat,387.4090909,409.5909091
20161109-01-295.mat,525.5909091,407.4090909
20161109-01-295.mat,393.9545455,32.13636364
20161109-01-295.mat,546.6818182,49.59090909
20161109-01-337.mat,388.8636364,407.4090909
20161109-01-337.mat,460.1363636,405.9545455
20161109-01-337.mat,388.1363636,40.86363636
20161109-01-337.mat,475.4090909,41.59090909
20161109-01-359.mat,385.9545455,573.9545455
20161109-01-359.mat,469.5909091,573.2272727
20161109-01-359.mat,388.1363636,208.1363636
20161109-01-359.mat,561.2272727,209.5909091
20161109-01-397.mat,383.7727273,451.0454545
20161109-01-397.mat,453.5909091,448.1363636
20161109-01-397.mat,383.7727273,72.13636364
20161109-01-397.mat,514.6818182,77.95454545
20161109-01-471.mat,377.2272727,552.8636364
20161109-01-471.mat,489.9545455,541.2272727
20161109-01-471.mat,381.5909091,172.5
20161109-01-471.mat,543.0454545,176.8636364
20161109-01-515.mat,374.3181818,566.6818182
20161109-01-515.mat,519.0454545,560.1363636
20161109-01-515.mat,380.8636364,187.0454545
20161109-01-515.mat,547.4090909,191.4090909
20161109-01-550.mat,374.3181818,552.8636364
20161109-01-550.mat,535.7727273,549.2272727
20161109-01-550.mat,382.3181818,173.9545455
20161109-01-550.mat,516.1363636,181.9545455
20161109-01-58.mat,387.4090909,417.5909091
20161109-01-58.mat,473.2272727,412.5
20161109-01-58.mat,383.7727273,35.77272727
20161109-01-58.mat,537.9545455,43.77272727
20161109-01-74.mat,383.7727273,519.4090909
20161109-01-74.mat,447.0454545,515.0454545
20161109-01-74.mat,384.5,135.4090909
20161109-01-74.mat,524.8636364,140.5
20161109-02-488.mat,367.0454545,502.6818182
20161109-02-488.mat,392.5,34.31818182
20161109-02-488.mat,387.4090909,120.8636364
20161109-02-488.mat,515.4090909,140.5
20161109-02-501.mat,364.1363636,566.6818182
20161109-02-501.mat,381.5909091,275.7727273
20161109-02-501.mat,387.4090909,191.4090909
20161109-02-501.mat,513.9545455,206.6818182
20161109-02-535.mat,383.0454545,408.1363636
20161109-02-535.mat,490.6818182,403.0454545
20161109-02-535.mat,391.0454545,46.68181818
20161109-02-535.mat,513.2272727,71.40909091
20161109-02-552.mat,377.2272727,536.8636364
20161109-02-552.mat,516.1363636,520.8636364
20161109-02-552.mat,389.5909091,171.0454545
20161109-02-552.mat,521.2272727,186.3181818
20161109-02-586.mat,384.5,433.5909091
20161109-02-586.mat,502.3181818,424.1363636
20161109-02-586.mat,387.4090909,61.95454545
20161109-02-586.mat,519.0454545,77.22727273
20161109-03-107.mat,425.9545455,509.2272727
20161109-03-107.mat,556.8636364,509.2272727
20161109-03-107.mat,425.2272727,352.8636364
20161109-03-107.mat,551.7727273,349.9545455
20161109-03-107.mat,423.7727273,197.9545455
20161109-03-107.mat,599.0454545,200.1363636
20161109-03-107.mat,421.5909091,39.40909091
20161109-03-107.mat,535.0454545,42.31818182
20161109-03-137.mat,417.5731707,506.7084257
20161109-03-137.mat,496.0654102,508.0388027
20161109-03-137.mat,413.5820399,348.3935698
20161109-03-137.mat,570.5665188,345.732816
20161109-03-137.mat,409.5909091,190.078714
20161109-03-137.mat,573.2272727,187.4179601
20161109-03-137.mat,406.9301552,38.41574279
20161109-03-137.mat,501.386918,33.09423503
20161109-03-153.mat,405.5997783,61.03215078
20161109-03-153.mat,575.8880266,57.04101996
20161109-03-153.mat,406.9301552,220.6773836
20161109-03-153.mat,493.4046563,220.6773836
20161109-03-153.mat,408.2605322,376.3314856
20161109-03-153.mat,561.2538803,376.3314856
20161109-03-153.mat,410.921286,527.9944568
20161109-03-153.mat,464.1363636,529.3248337
20161109-03-195.mat,402.9390244,341.7416851
20161109-03-195.mat,589.191796,343.0720621
20161109-03-195.mat,402.9390244,183.4268293
20161109-03-195.mat,506.7084257,182.0964523
20161109-03-195.mat,406.9301552,29.10310421
20161109-03-195.mat,449.5022173,29.10310421
20161109-03-195.mat,405.6813472,503.6088083
20161109-03-195.mat,526.9248705,503.6088083
20161109-03-238.mat,410.921286,58.3713969
20161109-03-238.mat,563.9146341,57.04101996
20161109-03-238.mat,405.5997783,215.3558758
20161109-03-238.mat,573.2272727,215.3558758
20161109-03-238.mat,401.6086475,373.6707317
20161109-03-238.mat,445.5110865,373.6707317
20161109-03-238.mat,397.6175166,527.9944568
20161109-03-238.mat,482.7616408,531.9855876
20161109-03-266.mat,409.5909091,95.62195122
20161109-03-266.mat,508.0388027,95.62195122
20161109-03-266.mat,406.9301552,249.9456763
20161109-03-266.mat,550.6108647,252.6064302
20161109-03-266.mat,402.9390244,410.921286
20161109-03-266.mat,543.95898,410.921286
20161109-03-266.mat,398.9478936,567.905765
20161109-03-266.mat,441.5199557,567.905765
20161109-03-332.mat,409.5909091,92.96119734
20161109-03-332.mat,485.4223947,94.29157428
20161109-03-332.mat,405.5997783,249.9456763
20161109-03-332.mat,565.2450111,252.6064302
20161109-03-332.mat,401.6086475,409.5909091
20161109-03-332.mat,482.7616408,410.921286
20161109-03-332.mat,398.9478936,559.9235033
20161109-03-332.mat,465.4667406,559.9235033
20161109-03-44.mat,436.8636364,549.9545455
20161109-03-44.mat,478.3181818,547.0454545
20161109-03-44.mat,438.3181818,392.8636364
20161109-03-44.mat,485.5909091,392.8636364
20161109-03-44.mat,433.2272727,240.8636364
20161109-03-44.mat,597.5909091,239.4090909
20161109-03-44.mat,428.8636364,86.68181818
20161109-03-44.mat,534.3181818,86.68181818
20161109-03-55.mat,433.2272727,492.5
20161109-03-55.mat,589.5909091,492.5
20161109-03-55.mat,430.3181818,184.1363636
20161109-03-55.mat,588.1363636,184.1363636
20161109-03-55.mat,430.3181818,32.13636364
20161109-03-55.mat,475.4090909,31.40909091
20161109-03-55.mat,432.5,339.7727273
20161109-03-55.mat,564.1363636,338.3181818
20161109-03-74.mat,428.1363636,514.3181818
20161109-03-74.mat,510.3181818,514.3181818
20161109-03-74.mat,429.5909091,358.6818182
20161109-03-74.mat,600.5,355.0454545
20161109-03-74.mat,431.7727273,200.1363636
20161109-03-74.mat,481.9545455,200.1363636
20161109-03-74.mat,431.7727273,44.5
20161109-03-74.mat,542.3181818,44.5
20161109-04-146.mat,433.537694,100.943459
20161109-04-146.mat,533.3159645,110.2560976
20161109-04-146.mat,400.5,473.5569948
20161109-04-146.mat,502.0544041,487.0284974
20161109-04-155.mat,461.4756098,155.4889135
20161109-04-155.mat,551.9412417,174.1141907
20161109-04-155.mat,385.992228,527.4430052
20161109-04-155.mat,465.7849741,546.0958549
20161109-04-18.mat,424.2250554,255.267184
20161109-04-18.mat,406.9301552,194.0698448
20161109-04-260.mat,542.6286031,227.3292683
20161109-04-260.mat,516.0210643,210.0343681
20161109-04-260.mat,420.2339246,140.8547672
20161109-04-260.mat,444.1807095,110.2560976
20161109-04-260.mat,303.1607539,58.3713969
20161109-04-260.mat,324.4467849,33.09423503
20161109-04-280.mat,570.5665188,388.304878
20161109-04-280.mat,550.6108647,363.0277162
20161109-04-280.mat,478.77051,264.5798226
20161109-04-280.mat,520.0121951,233.981153
20161109-04-280.mat,390.9656319,143.5155211
20161109-04-280.mat,433.537694,112.9168514
20161109-04-280.mat,306.1994819,30.03367876
20161109-04-280.mat,341.4326425,8.272020725
20161109-04-3.mat,409.5909091,200.7217295
20161109-04-3.mat,393.6263858,162.1407982
20161109-04-319.mat,454.8237251,372.3403548
20161109-04-319.mat,513.3603104,367.018847
20161109-04-319.mat,436.1984479,224.6685144
20161109-04-319.mat,490.7439024,218.0166297
20161109-04-319.mat,416.2427938,79.65742794
20161109-04-319.mat,460.1452328,75.66629712
20161109-04-319.mat,470.9663212,524.3341969
20161109-04-319.mat,560.0854922,513.9715026
20161109-04-324.mat,453.4933481,401.6086475
20161109-04-324.mat,512.0299335,394.9567627
20161109-04-324.mat,440.1895787,249.9456763
20161109-04-324.mat,492.0742794,247.2849224
20161109-04-324.mat,425.5554324,106.2649667
20161109-04-324.mat,474.7793792,100.943459
20161109-04-324.mat,467.857513,553.3497409
20161109-04-324.mat,554.9041451,544.0233161
20161109-04-366.mat,445.5110865,276.5532151
20161109-04-366.mat,506.7084257,276.5532151
20161109-04-366.mat,444.1807095,127.5509978
20161109-04-366.mat,470.7882483,127.5509978
20161109-04-366.mat,445.0595855,574.0751295
20161109-04-366.mat,514.4896373,574.0751295
20161109-04-366.mat,447.1321244,427.9611399
20161109-04-366.mat,498.9455959,427.9611399
20161109-04-382.mat,442.8503326,339.0809313
20161109-04-382.mat,510.6995565,336.4201774
20161109-04-382.mat,436.1984479,190.078714
20161109-04-382.mat,464.1363636,190.078714
20161109-04-382.mat,433.537694,38.41574279
20161109-04-382.mat,464.1363636,38.41574279
20161109-04-382.mat,448.1683938,489.1010363
20161109-04-382.mat,515.5259067,485.992228
20161109-04-41.mat,433.537694,401.6086475
20161109-04-41.mat,430.8769401,353.7150776
20161109-04-41.mat,407.753886,33.14248705
20161109-04-41.mat,485.4740933,25.88860104
20161109-04-55.mat,430.8769401,484.0920177
20161109-04-55.mat,428.2161863,432.2073171
20161109-04-55.mat,420.2339246,108.9257206
20161109-04-55.mat,478.77051,107.5953437
20161109-04-76.mat,409.5909091,192.7394678
20161109-04-76.mat,469.4578714,190.078714
20161109-04-76.mat,438.8419689,573.0388601
20161109-04-76.mat,430.5518135,473.5569948
20161109-05-119.mat,186.0875831,192.7394678
20161109-05-119.mat,152.8281596,192.7394678
20161109-05-119.mat,175.4445676,565.2450111
20161109-05-119.mat,134.2028825,565.2450111
20161109-05-160.mat,188.748337,99.61308204
20161109-05-160.mat,164.8015521,100.943459
20161109-05-160.mat,182.0964523,476.1097561
20161109-05-160.mat,154.1585366,476.1097561
20161109-05-206.mat,190.078714,49.05875831
20161109-05-206.mat,166.131929,49.05875831
20161109-05-206.mat,183.4268293,428.2161863
20161109-05-206.mat,147.5066519,428.2161863
20161109-05-219.mat,182.0964523,517.3514412
20161109-05-219.mat,154.1585366,517.3514412
20161109-05-219.mat,190.078714,140.8547672
20161109-05-219.mat,154.1585366,140.8547672
20161109-05-226.mat,188.748337,190.078714
20161109-05-226.mat,138.1940133,190.078714
20161109-05-226.mat,183.4268293,565.2450111
20161109-05-226.mat,128.8813747,565.2450111
20161109-05-276.mat,180.7660754,164.8015521
20161109-05-276.mat,95.62195122,168.7926829
20161109-05-276.mat,184.7572062,534.6463415
20161109-05-276.mat,138.1940133,537.3070953
20161109-05-312.mat,174.1141907,112.9168514
20161109-05-312.mat,175.4445676,136.8636364
20161109-05-312.mat,175.4445676,449.5022173
20161109-05-312.mat,155.4889135,449.5022173
20161109-05-325.mat,172.7838137,215.3558758
20161109-05-325.mat,174.1141907,243.2937916
20161109-05-325.mat,175.4445676,554.6019956
20161109-05-325.mat,148.8370288,554.6019956
20161109-05-38.mat,180.7660754,38.41574279
20161109-05-38.mat,162.1407982,38.41574279
20161109-05-38.mat,168.7926829,373.6707317
20161109-05-38.mat,144.845898,373.6707317
20161109-06-101.mat,421.5643016,103.6042129
20161109-06-101.mat,446.8414634,103.6042129
20161109-06-101.mat,422.8946785,470.7882483
